scenario_id,scenario_display_id,scenario_name,boundary_height,subsidy_before_base_units,subsidy_after_base_units,subsidy_before_rin,subsidy_after_rin,nominal_change_base_units,nominal_revenue_shock_pct,fee_replacement_base_units_per_block,fee_replacement_rin_per_block,boundary_type
S1,S1,1/20 reduction without a floor,34230000,179436,170464,0.00179436,0.00170464,-8972,-5.00011146,8972,0.00008972,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,34440000,170464,161940,0.00170464,0.00161940,-8524,-5.00046931,8524,0.00008524,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,34650000,161940,153843,0.00161940,0.00153843,-8097,-5.00000000,8097,0.00008097,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,34860000,153843,146150,0.00153843,0.00146150,-7693,-5.00055251,7693,0.00007693,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,35070000,146150,138842,0.00146150,0.00138842,-7308,-5.00034211,7308,0.00007308,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,35280000,138842,131899,0.00138842,0.00131899,-6943,-5.00064822,6943,0.00006943,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,35490000,131899,125304,0.00131899,0.00125304,-6595,-5.00003791,6595,0.00006595,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,35700000,125304,119038,0.00125304,0.00119038,-6266,-5.00063845,6266,0.00006266,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,35910000,119038,113086,0.00119038,0.00113086,-5952,-5.00008401,5952,0.00005952,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,36120000,113086,107431,0.00113086,0.00107431,-5655,-5.00061900,5655,0.00005655,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,36330000,107431,102059,0.00107431,0.00102059,-5372,-5.00041887,5372,0.00005372,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,36540000,102059,96956,0.00102059,0.00096956,-5103,-5.00004899,5103,0.00005103,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,36750000,96956,92108,0.00096956,0.00092108,-4848,-5.00020628,4848,0.00004848,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,36960000,92108,87502,0.00092108,0.00087502,-4606,-5.00065141,4606,0.00004606,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,37170000,87502,83126,0.00087502,0.00083126,-4376,-5.00102855,4376,0.00004376,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,37380000,83126,78969,0.00083126,0.00078969,-4157,-5.00084210,4157,0.00004157,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,37590000,78969,75020,0.00078969,0.00075020,-3949,-5.00069648,3949,0.00003949,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,37800000,75020,71269,0.00075020,0.00071269,-3751,-5.00000000,3751,0.00003751,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,38010000,71269,67705,0.00071269,0.00067705,-3564,-5.00077172,3564,0.00003564,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,38220000,67705,64319,0.00067705,0.00064319,-3386,-5.00110775,3386,0.00003386,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,38430000,64319,61103,0.00064319,0.00061103,-3216,-5.00007774,3216,0.00003216,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,38640000,61103,58047,0.00061103,0.00058047,-3056,-5.00139109,3056,0.00003056,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,38850000,58047,55144,0.00058047,0.00055144,-2903,-5.00111978,2903,0.00002903,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,39060000,55144,52386,0.00055144,0.00052386,-2758,-5.00145075,2758,0.00002758,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,39270000,52386,49766,0.00052386,0.00049766,-2620,-5.00133623,2620,0.00002620,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,39480000,49766,47277,0.00049766,0.00047277,-2489,-5.00140658,2489,0.00002489,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,39690000,47277,44913,0.00047277,0.00044913,-2364,-5.00031728,2364,0.00002364,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,39900000,44913,42667,0.00044913,0.00042667,-2246,-5.00077928,2246,0.00002246,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,40110000,42667,40533,0.00042667,0.00040533,-2134,-5.00152343,2134,0.00002134,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,40320000,40533,38506,0.00040533,0.00038506,-2027,-5.00086349,2027,0.00002027,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,40530000,38506,36580,0.00038506,0.00036580,-1926,-5.00181790,1926,0.00001926,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,40740000,36580,34751,0.00036580,0.00034751,-1829,-5.00000000,1829,0.00001829,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,40950000,34751,33013,0.00034751,0.00033013,-1738,-5.00129493,1738,0.00001738,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,41160000,33013,31362,0.00033013,0.00031362,-1651,-5.00106019,1651,0.00001651,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,41370000,31362,29793,0.00031362,0.00029793,-1569,-5.00286971,1569,0.00001569,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,41580000,29793,28303,0.00029793,0.00028303,-1490,-5.00117477,1490,0.00001490,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,41790000,28303,26887,0.00028303,0.00026887,-1416,-5.00300322,1416,0.00001416,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,42000000,26887,25542,0.00026887,0.00025542,-1345,-5.00241753,1345,0.00001345,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,42210000,25542,24264,0.00025542,0.00024264,-1278,-5.00352361,1278,0.00001278,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,42420000,24264,23050,0.00024264,0.00023050,-1214,-5.00329707,1214,0.00001214,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,42630000,23050,21897,0.00023050,0.00021897,-1153,-5.00216920,1153,0.00001153,scheduled subsidy boundary
